"collection_no","record_type","authorization","release_on","formation","lng","lat","collection_name","container_no","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"14429","col","","","Wahweap","-111.349998","37.599998","OMNH V2, Death RIdge","","DR2, MNA 455-2","1","Early Campanian","","83.6","72.2","1412"
"14430","col","","","Wahweap","-112.884064","37.592609","Websters Flats Locality (UMNH VP Loc. 11)","","","3","Early Campanian","","83.6","72.2","1414"
"14433","col","","","Mesaverde","-107.099998","43.200001","Barwin Quarry (AMNH)","","","4","Judithian","","83.6","72.2","2237"
"14434","col","","","Judith River","-109.269997","46.419998","Blackbird Ridge Quarry (BBR)","","","5","Middle Campanian","Late Campanian","83.6","72.2","1098"
"14435","col","","","Judith River","-110.583298","48.916698","Bob's Ilia","","UCMP V-82162","1","Middle Campanian","Late Campanian","83.6","72.2","2602"
"14437","col","","","Judith River","-109.410004","46.459999","Careless Creek Quarry (CCQ)","","","21","Middle Campanian","","83.6","72.2","25474"
"14446","col","","","Judith River","-109.589699","47.808201","Clambank Hollow Quarry","","","8","Middle Campanian","Late Campanian","83.6","72.2","3008"
"14451","col","","","Oldman","-110.500000","50.779999","Dinosaur Provincial Park (Oldman Formation)","","","2","Judithian","","83.6","72.2","4218"
"14453","col","","","Two Medicine","-112.664299","47.821400","Egg Mountain, MOR TM-006","","Willow Creek Anticline, WCA","8","Middle Campanian","","83.6","72.2","63737"
"14454","col","","","Sînpetru","22.920700","45.556301","Râpa Mocioconilor","","Rapa Mocioconilor","3","Late Maastrichtian","","72.2","66","78206"
"14455","col","","","Marshalltown","-74.300003","40.299999","Ellisdale Site","","Crosswicks Creek","13","Late Campanian","","83.6","72.2","1580"
"14457","col","","","Judith River","-109.099998","46.099998","Emily's Ankle Quarry (EAQ)","","","4","Middle Campanian","Late Campanian","83.6","72.2","1098"
"14458","col","","","Mesaverde","-107.278099","42.854401","Fales Rocks 1","","UW V-81006; UCMP V-81101","10","Judithian","","83.6","72.2","2237"
"14462","col","","","Judith River","-109.297203","46.465099","Hidden Valley Quarry (HVQ)","","","7","Middle Campanian","Late Campanian","83.6","72.2","1487"
"14463","col","","","Dinosaur Park","-110.266197","49.956699","Irvine microvertebrate site","","","4","Judithian","","83.6","72.2","1517"
"14465","col","","","Mesaverde","-107.756699","44.117401","Jerry Case Five","","UW V-81032; G. R. Case no. MV496, 499, 516-517","1","Judithian","","83.6","72.2","2237"
"14466","col","","","Kaiparowits","-111.199997","37.400002","OMNH V6, Wahweap Creek","","UCM 83258, MNA 704-1, BV1","1","Late Campanian","","83.6","72.2","1412"
"14470","col","","","Judith River","-110.583298","48.933300","Makela-French 1 (Mammal 1)","","UCMP V-77083, Makela's French I, Ward's Extension, UCMP V-79109","4","Middle Campanian","Late Campanian","83.6","72.2","39778"
"14472","col","","","Pictured Cliffs Sandstone","-107.000000","35.700001","Mesa Portales","","","2","Late Campanian","","83.6","72.2","2317"
"14475","col","","","","-111.199997","37.400002","Mill Creek (MNA Loc. 1074)","","UNMH VP Loc. 83","1","Judithian","","83.6","72.2","1406"
"14482","col","","","Judith River","-110.583298","48.933300","Put's Plunder (UCMP V-81234)","","","6","Middle Campanian","","83.6","72.2","30644"
"14488","col","","","Aguja","-103.199997","29.200001","Talley Mountain (LSU)","","","7","Judithian","","83.6","72.2","3010"
"14489","col","","","Aguja","-103.516670","29.316668","Terlingua","","OMNH V58; TMM 43057","11","Judithian","","83.6","72.2","2988"
"14490","col","","","Judith River","-109.099998","46.099998","Top Cat Quarry (TCQ)","","","5","Middle Campanian","Late Campanian","83.6","72.2","1487"
"14491","col","","","Judith River","-110.583298","48.933300","Turtle Hill","","Canadian Coulee West; UCMP V-78092","2","Middle Campanian","Late Campanian","83.6","72.2","2602"
"14492","col","","","Judith River","-110.583298","48.933300","Makela-French 2","","UCMP V-77084","3","Middle Campanian","Late Campanian","83.6","72.2","2602"
"14494","col","","","Judith River","-109.500000","49.099998","Woodpile Creek","","","10","Middle Campanian","Late Campanian","83.6","72.2","3313"
"14495","col","","","Prince Creek","-151.591492","70.018669","Pediomys Point, Colville River","","","3","Late Campanian","","83.6","72.2","19442"
"14498","col","","","Kirtland","-108.199997","36.299999","NMMNH L-6266, Lower Hunter Wash","","Bisti Trading Post; UALP 75137, 76168; ID 804","1","Late Campanian","","83.6","72.2","1497"
"14502","col","","","St. Mary River","-112.985298","49.912998","Scabby Butte, Site 3","","","5","Early Maastrichtian","","72.2","66","13943"
"14503","col","","","St. Mary River","-112.800003","48.900002","St. Mary River Formation (Montana)","","","1","Edmontonian","","72.2","66","1822"
"14504","col","","","Mount Laurel","-74.300003","40.299999","Upper Hop Brook, Holmdel","","","1","Late Campanian","Early Maastrichtian","83.6","66","2163"
"14505","col","","","Lance","-104.533333","43.183334","Altman Blowout","","UCMP V-5616","11","Lancian","","72.2","66","3880"
"14506","col","","","Hell Creek","-106.199997","47.633301","Bad Mouth Turtle (Reworked)","","UCMP V-87153 (in part)","1","Lancian","","72.2","66","2255"
"14507","col","","","Hell Creek","-107.116699","47.549999","Baldy Butte","","UCMP V-72215","2","Lancian","","72.2","66","960"
"14508","col","","","Hell Creek","-107.133301","47.549999","Baldy Butte SW-Blazing Saddle","","UCMP V-74116","8","Lancian","","72.2","66","960"
"14509","col","","","Hell Creek","-106.199997","47.633301","BC Bone-anza (Reworked)","","UCMP V-87040 (in part)","1","Lancian","","72.2","66","2255"
"14512","col","","","Hell Creek","-107.316704","47.616699","Billy Creek 1","","UCMP V-72211","2","Lancian","","72.2","66","960"
"14513","col","","","Hell Creek","-107.316704","47.616699","Billy Creek 2","","UCMP V-75173","6","Lancian","","72.2","66","960"
"14514","col","","","Lance","-108.667801","41.568298","Robber's Roost (UW V-79032)","","UCMP V-84215, Black Butte","9","Lancian","","72.2","66","1129"
"14515","col","","","Hell Creek","-107.000000","47.599998","Brownie Butte","","UCMP V-73097","7","Lancian","","72.2","66","3198"
"14516","col","","","Hell Creek","-106.099998","47.799999","Bug Creek Anthills (Reworked)","","UCMP V-65127, V-70201","8","Lancian","","72.2","66","962"
"14517","col","","","Hell Creek","-106.099998","47.799999","Bug Creek West (Reworked)","","","2","Lancian","","72.2","66","962"
"14518","col","","","Kirtland","-108.048500","36.314800","BUNM-77-675 (NMMNH L-929)","","Alamo Wash (in part), Rick's Site","4","Lancian","","72.2","66","23604"
"14519","col","","","Lance","-104.566704","43.150002","Bushy Tailed Blowout","","UCMP V-5711 (BTB locality)","22","Lancian","","72.2","66","1239"
"14520","col","","","Hell Creek","-107.000000","47.599998","Clam Hollow","","UCMP V-76138","2","Lancian","","72.2","66","960"
"14521","col","","","Hell Creek","-106.650002","47.650002","Cole Anthill 2","","UCMP V-76167","3","Lancian","","72.2","66","960"
"14522","col","","","Lance","-104.650002","43.250000","Cow Creek Site 1","","UCMP V-5621","1","Lancian","","72.2","66","1239"
"14525","col","","","Hell Creek","-106.983299","47.516701","Dry Fork Coulee","","UCMP V-73103","4","Lancian","","72.2","66","960"
"14526","col","","","Lance","-108.853798","44.935799","Dumbbell Hill, Silver Tip Gulch","","","1","Lancian","","72.2","66","6201"
"14527","col","","","Lance","-104.500000","43.000000","Dwarf Lighthouse (UCMP V-5622)","","","4","Lancian","","72.2","66","1239"
"14533","col","","","Hell Creek","-107.099998","47.566700","Engdahl Anthills 1","","UCMP V-72212","10","Lancian","","72.2","66","960"
"14534","col","","","Hell Creek","-107.099998","47.566700","Engdahl Anthills 2","","UCMP V-73076","5","Lancian","","72.2","66","960"
"14535","col","","","Hell Creek","-107.099998","47.549999","Engdahl Anthills 3","","UCMP V-73077","13","Lancian","","72.2","66","960"
"14536","col","","","Hell Creek","-107.099998","47.566700","Engdahl Anthills 4","","UCMP V-73078","5","Lancian","","72.2","66","960"
"14537","col","","","Hell Creek","-103.099998","45.500000","Eureka Quarry, SDSM loc. V637","","","12","Lancian","","72.2","66","66164"
"14538","col","","","Lance","-104.533302","43.166698","False Disciple Point","","UCMP V-5817","3","Lancian","","72.2","66","1239"
"14540","col","","","Ferris","-106.876312","41.939877","Ferris Formation (UW V-92010)","","Deja Vu","7","Lancian","","72.2","66","1419"
"14541","col","","","Ferris","-106.891731","41.940620","A Gathering of Ankylosaurs (UW V-92027)","","","6","Lancian","","72.2","66","1419"
"14542","col","","","Ferris","-106.882240","41.935326","Chinacat Sunflower (UW V-92036)","","","9","Lancian","","72.2","66","1419"
"14543","col","","","Ferris","-106.853416","41.938137","Ferris Formation (UW V-92046)","","Three and a Half Teeth","6","Lancian","","72.2","66","1419"
"14544","col","","","Ferris","-107.000000","41.799999","Baba O'Reilly (UW V-93002)","","","7","Lancian","","72.2","66","1419"
"14546","col","","","Hell Creek","-106.400002","47.516701","Flat Creek 1","","UCMP V-73083","9","Lancian","","72.2","66","960"
"14547","col","","","Hell Creek","-106.400002","47.516701","Flat Creek 2","","UCMP V-73084","1","Lancian","","72.2","66","960"
"14548","col","","","Hell Creek","-106.416702","47.516701","Flat Creek 3","","UCMP V-73085","3","Lancian","","72.2","66","960"
"14549","col","","","Hell Creek","-106.400002","47.516701","Flat Creek 5","","UCMP V-73087; UWBM C1614; UCMP V73087","14","Lancian","","72.2","66","960"
"14550","col","","","Hell Creek","-106.383301","47.599998","Flint's Stones","","UCMP V-76145","2","Lancian","","72.2","66","960"
"14553","col","","","Hell Creek","-107.083298","47.533298","Fred's Place","","UCMP V-72200","1","Lancian","","72.2","66","960"
"14555","col","","","Frenchman","-107.400002","49.400002","Glen McPherson","","","2","Late Maastrichtian","","72.2","66","3313"
"14557","col","","","Lance","-104.366669","43.299999","Greasewood Creek","","SDSM V-685","5","Lancian","","72.2","66","774"
"14558","col","","","Frenchman","-108.400002","49.299999","Gryde locality","","SMNH Locality 72F08-0012","2","Lancian","","72.2","66","39999"
"14559","col","","","Hell Creek","-106.300003","47.583302","Gynnoskus","","UCMP V-73089","5","Lancian","","72.2","66","960"
"14560","col","","","Hell Creek","-107.250000","47.549999","Haley","","UCMP V-75157","5","Lancian","","72.2","66","960"
"14562","col","","","Hell Creek","-106.183296","47.866699","Harbicht Hill (Reworked)","","UCMP V-71203","9","Lancian","","72.2","66","3198"
"14563","col","","","Hell Creek","-106.433296","47.599998","Harmonica Hollow","","UCMP V-74106","1","Lancian","","72.2","66","960"
"14565","col","","","Lance","-104.569000","43.165260","Mammal Quarry No. 1 (UCMP V-5003)","","Lance Quarry 1; Hatcher No. 1","3","Lancian","","72.2","66","83600"
"14566","col","","","Lance","-104.494713","43.128948","Mammal Quarry No. 2 (UCMP V-5815)","","Lance Quarry 2, Hatcher No. 2","10","Lancian","","72.2","66","14177"
"14568","col","","","Hell Creek","-107.183327","47.516701","Hauso 1","","UCMP V-77130, UWBM C1917","6","Lancian","","72.2","66","960"
"14569","col","","","Scollard","-113.124603","52.328400","Henry Farm","","Henry's Farm","7","Late Maastrichtian","","72.2","66","12299"
"14570","col","","","Lance","-104.516701","43.250000","Howard Locality","","UCMP V-5709","1","Lancian","","72.2","66","1239"
"14571","col","","","Fox Hills","-101.803001","45.132599","Iron Lightning Member type locality (YPM Loc. 74)","","","4","Lancian","","72.2","66","3520"
"14572","col","","","Hell Creek","-106.099998","47.799999","Jaw Breaker (Reworked)","","UCMP V-86031 (in part)","3","Lancian","","72.2","66","820"
"14574","col","","","Hell Creek","-106.916702","47.533298","Jordan Coulee","","UCMP V-73093","5","Lancian","","72.2","66","960"
"14575","col","","","Hell Creek","-106.199997","47.650002","Juniper Tree West (Reworked)","","UCMP V-87151 (in part)","4","Lancian","","72.2","66","2255"
"14577","col","","","Lance","-104.583298","43.233299","Kent 1","","UCMP V-5618","2","Lancian","","72.2","66","1239"
"14579","col","","","Lance","-104.500000","43.000000","Kent 484","","UCMP V-5820","2","Lancian","","72.2","66","1239"
"14580","col","","","Hell Creek","-106.099998","47.799999","K-Mark Channel","","KMark II; UCMP V-85092","5","Lancian","","72.2","66","2255"
"14582","col","","","Hell Creek","-106.916702","47.066700","Lead Slug Hill 1","","UCMP V-72208","16","Lancian","","72.2","66","960"
"14583","col","","","Hell Creek","-106.199997","47.633301","Little Roundtop (Reworked)","","UCMP V-87098 (in part)","1","Lancian","","72.2","66","2255"
"14585","col","","","Lance","-104.637001","43.116329","Lull 2 Quarry (UCMP V-5620)","","Lull's Locality 2","30","Late Maastrichtian","","72.2","66","1239"
"14586","col","","","Lance","-104.458893","43.188183","Mammal Quarry No. 4","","Lance Quarry 4, Lull's Locality 4, Hatcher No. 4","1","Lancian","","72.2","66","14177"
"14596","col","","","Lance","-104.566704","43.150002","McNally No. 1","","McNalley; UCMP V-5713","1","Lancian","","72.2","66","1239"
"14599","col","","","North Horn","-111.000000","39.000000","North Horn Mountain","","","3","Lancian","","72.2","66","1226"
"14601","col","","","Lance","-104.500000","43.000000","Oil Tank Lookout (UCMP V-5624)","","","1","Lancian","","72.2","66","1239"
"14605","col","","","Hell Creek","-106.500000","47.733299","Penick Coulee 7","","UCMP V-76161","1","Lancian","","72.2","66","960"
"14606","col","","","Lance","-104.577103","43.139767","Peterson's Quarry","","Peterson Quarry","1","Lancian","","72.2","66","14177"
"14609","col","","","Lance","-104.533302","43.233299","Premolar Site","","UCMP V-5625","4","Lancian","","72.2","66","1239"
"14610","col","","","Hell Creek","-103.300003","46.099998","PTRM V92067","","","11","Lancian","","72.2","66","1984"
"14613","col","","","Hell Creek","-107.233330","47.599998","Rex Hill Locality","","UCMP V-75161","3","Lancian","","72.2","66","960"
"14614","col","","","Hell Creek","-107.000000","47.516701","Rick's Place","","UCMP V-73098","5","Lancian","","72.2","66","960"
"14615","col","","","Hell Creek","-106.883301","47.533298","Ried Coulee 1","","UCMP V-73090","6","Lancian","","72.2","66","960"
"14616","col","","","Hell Creek","-106.427223","47.675835","Sandstone Basin, UCMP V-80092","","UCMP locality V80092; MOR HC-530, Doldrums","9","Lancian","","72.2","66","39778"
"14617","col","","","Hell Creek","-106.199997","47.633301","Second Level (Reworked)","","UCMP V-87101 (in part); UWBM locality C1692","1","Lancian","","72.2","66","2255"
"14620","col","","","Hell Creek","-101.500000","46.900002","Stumpf Site (Level A)","","","3","Lancian","","72.2","66","1921"
"14621","col","","","Hell Creek","-101.500000","46.900002","Stumpf Site (Level B)","","","6","Lancian","","72.2","66","1921"
"14623","col","","","Hell Creek","-106.199997","47.633301","Tedrow Quarry C (Reworked)","","UCMP V-87071 (in part)","3","Lancian","","72.2","66","2255"
"14624","col","","","Hell Creek","-106.199997","47.633301","Tedrow Quarry D (Reworked)","","UCMP V-87072 (in part)","5","Lancian","","72.2","66","2255"
"14629","col","","","Hell Creek","-106.199997","47.633301","Three Buttes 7 (Reworked)","","UCMP V-87084","1","Lancian","","72.2","66","2255"
"14639","col","","","Hell Creek","-107.050003","47.516701","Trumbo's Anthill","","UCMP V-72213","10","Lancian","","72.2","66","960"
"14640","col","","","Laramie","-104.491669","40.386391","Ken's Site","","UCM Loc. 77062; DMNH loc. 3426; UWBM loc. C1099","5","Lancian","","72.2","66","717"
"14643","col","","","Lance","-104.466698","43.200001","Little People Blowout","","UCMP V-5818","1","Lancian","","72.2","66","1239"
"14646","col","","","Hell Creek","-106.099998","47.799999","Up-Up-The Creek 1 (Reworked)","","UCMP V-87034 (in part)","1","Lancian","","72.2","66","2255"
"14647","col","","","Hell Creek","-106.183296","47.616699","Up-Up-The Creek 1A (Reworked)","","UCMP V-87035 (in part)","5","Lancian","","72.2","66","2255"
"14649","col","","","Hell Creek","-106.183296","47.616699","Up-Up-The Creek 2 (Reworked)","","UCMP V-87037 (in part)","1","Lancian","","72.2","66","2255"
"14650","col","","","Hell Creek","-106.183296","47.616699","Up-Up-The Creek 3 (Reworked)","","UCMP V-87038 (in part)","5","Lancian","","72.2","66","2255"
