collection_no,formation,lng,lat,collection_name,n_occs,early_interval,late_interval,max_ma,min_ma
194295,,-16.355,33.087002,"Fonte da Areia, Porto Santo",5,Middle Pleistocene,Holocene,0.774,0.0
194297,,-17.775999,28.792,"Cuevas de los Murcielagos, lower cavern",1,Late Pleistocene,,0.129,0.0117
194298,,-16.705,28.35,"Galería de los Pájaros, Cueva del Viento, Tenerife",9,Late Pleistocene,Holocene,0.129,0.0
194378,,-25.51,37.720001,"Gruta de Água de Pau, São Miguel Island",2,Holocene,,0.0117,0.0
194379,,-17.209999,28.075001,"Bujero del Silo, La Gomera",10,Holocene,,0.0117,0.0
194385,Lufeng,102.073402,25.131474,near Sankeshu (Three Trees) Village,1,Hettangian,,201.4,199.5
194442,,-64.713501,32.351551,"Admirals Cave, red talus slope",1,Late Pleistocene,,0.129,0.0117
194443,,-64.713501,32.351551,"Admirals Cave, v pocket",2,Late Pleistocene,,0.129,0.0117
194444,,-64.7108,32.348141,Walsingham Sink cave,2,Late Pleistocene,Holocene,0.129,0.0
194445,,-64.724998,32.310001,Spittal Pond,3,Holocene,,0.0117,0.0
194446,,-64.712502,32.351501,"Convolvulus Cave, SE talus",2,Holocene,,0.0117,0.0
194447,,-64.706001,32.341,"Government Quarry, S face",2,Late Pleistocene,,0.129,0.0117
194448,,-64.713501,32.351551,"Admirals Cave, Level r",2,Late Pleistocene,,0.129,0.0117
194449,,-64.712891,32.35186,"Sibley's Cave, lower pockets",3,Late Pleistocene,,0.129,0.0117
194450,,-64.710999,32.348,Walsingham Caves,1,Holocene,,0.0117,0.0
194451,,-64.713501,32.351551,"Admirals Cave, Level v",2,Late Pleistocene,,0.129,0.0117
194452,,-64.713501,32.351551,"Admirals Cave, Level u/v",1,Late Pleistocene,,0.129,0.0117
194453,,-64.706001,32.341,"Government Quarry, fissure fill upper level",1,Late Pleistocene,,0.129,0.0117
194454,,-64.706001,32.340801,"Finch Cave, Government Quarry",2,Middle Pleistocene,,0.774,0.129
194455,,-64.702003,32.338001,Tropicbird Cave,1,Late Pleistocene,,0.129,0.0117
194456,,-64.713501,32.351551,"Admirals Cave, Level s",1,Late Pleistocene,,0.129,0.0117
194457,,-64.713501,32.351551,"Admirals Cave, Level t",1,Late Pleistocene,,0.129,0.0117
194458,,-64.713501,32.351551,"Admirals Cave, Level u",1,Late Pleistocene,,0.129,0.0117
194459,,-64.713501,32.351551,"Admirals Cave, Level w",1,Late Pleistocene,,0.129,0.0117
194460,,-64.713501,32.351551,"Admirals Cave, Level x",1,Late Pleistocene,,0.129,0.0117
194461,,-64.706001,32.341,Government Quarry (Howard Wilson collection),1,Middle Pleistocene,,0.774,0.129
194462,,-64.710503,32.348499,Walsingham Cave (higher part),1,Holocene,,0.0117,0.0
194463,,-64.710503,32.348499,Walsingham Cave (lowest part),1,Holocene,,0.0117,0.0
194464,,-64.714783,32.353859,Wilkinson Quarry Site UWQ8,1,Late Pleistocene,,0.129,0.0117
194465,,-64.705498,32.341202,"Crane Crevice, Government Quarry",3,Middle Pleistocene,,0.774,0.129
194466,,-64.70681,32.339142,Devil's Sinkhole,1,Holocene,,0.0117,0.0
194467,,-64.706001,32.341,Government Quarry (Robert Murphy collection),3,Middle Pleistocene,Holocene,0.774,0.0
194468,,-64.714996,32.354,H. Bernard Wilkinson Quarry,3,Late Pleistocene,,0.129,0.0117
194469,,-64.661003,32.345501,Idol Island,1,Middle Pleistocene,,0.774,0.129
194470,,-64.6595,32.349499,Western side of Cooper's Island,1,Middle Pleistocene,,0.774,0.129
194474,,22.0686,37.454102,Kyparissia 3 (=KYP3),1,Middle Pleistocene,,0.774,0.129
194475,,22.069599,37.453701,Kyparissia 4 (=KYP4),1,Middle Pleistocene,,0.774,0.129
194476,,22.0742,37.4505,Kyparissia T (=KYPT),3,Middle Pleistocene,,0.774,0.129
194477,,22.069599,37.452599,Kyparissia surface findinds,6,Middle Pleistocene,,0.774,0.129
194480,Lourinhã,-9.317,39.380001,"Almagreira, Peniche",2,Late Kimmeridgian,Early Tithonian,152.21,145.06
194481,Clearwater,-111.374443,56.746944,Suncor Millennium Mine,1,Aptian,,121.4,113.2
194483,,-72.280556,18.3375,Trouing Jean Paul,25,Holocene,,0.0117,0.0
194484,,-71.690002,19.09,"Cerro de San Francisco, Stratum 2",31,Holocene,,0.0117,0.0
194485,,-71.690002,19.09,"Cerro de San Francisco, Stratum 3",34,Late Pleistocene,Holocene,0.129,0.0
194486,,-60.834999,14.52,Paquemar middens,5,Holocene,,0.0117,0.0
194487,,-66.585831,18.068056,Hernández Colón (PO-13),2,Holocene,,0.0117,0.0
194488,,-80.066666,22.799999,"Casimba en Los Buentes, Sagua La Grande, Mal Páez",2,Late Pleistocene,Holocene,0.129,0.0
194489,,-61.230999,15.884,"Blanchard Cave, layer 5",1,Late Pleistocene,,0.129,0.0117
194490,,-66.445999,18.3484,"Blackbone Cave, Barahona area",1,Late Pleistocene,,0.129,0.0117
194491,,-66.449303,18.3442,"Nesophontes Cave, Barahona area",1,Late Pleistocene,Holocene,0.129,0.0
194492,,-66.450302,18.342699,"Bee's Cueva de Clara, Barahona area",1,Late Pleistocene,Holocene,0.129,0.0
194493,,-66.451302,18.3412,"San Miguel Cave, Barahona area",1,Late Pleistocene,Holocene,0.129,0.0
194542,Cañadón Calcáreo,-69.144997,-43.303001,Caja de Pandora,1,Late Oxfordian,Kimmeridgian,157.9,149.2
194550,Kayenta,-113.489365,37.149479,Exit 13 North tracksite,1,Hettangian,,201.4,199.5
194551,Kayenta,-113.485374,37.145447,Exit 13 South tracksite,1,Hettangian,,201.4,199.5
194553,Kayenta,-113.501213,37.156803,Washington City Water Tank tracksite 1,2,Hettangian,,201.4,199.5
194554,Kayenta,-113.501213,37.156803,Washington City Water Tank tracksite 2,1,Hettangian,,201.4,199.5
194562,,167.962997,-29.059999,"Trench EB96:10, Emily Bay",9,Holocene,,0.0117,0.0
194563,,167.962997,-29.059999,"Trench EB96:11, Emily Bay",9,Holocene,,0.0117,0.0
194564,,167.962997,-29.059999,"Trench EB97:21, Emily Bay",4,Holocene,,0.0117,0.0
194565,,167.962997,-29.059999,"Trench EB97:22, Emily Bay",7,Holocene,,0.0117,0.0
194566,,167.962997,-29.059999,"Trench EB97:23, Emily Bay",13,Holocene,,0.0117,0.0
194567,,167.962997,-29.059999,"Trench EB97:24, Emily Bay",10,Holocene,,0.0117,0.0
194568,,-62.165001,16.764999,"Trants, stratum A",7,Holocene,,0.0117,0.0
194569,,-62.165001,16.764999,"Trants, stratum B",11,Holocene,,0.0117,0.0
194570,,-62.165001,16.764999,"Trants, stratum C/D",11,Holocene,,0.0117,0.0
194571,,-41.43528,-11.0,Gruta dos Brejões,1,Late Pleistocene,,0.129,0.0117
194572,,-43.0,-15.5,Lapa do Tiú,1,Late Pleistocene,,0.129,0.0117
194581,Tiaojishan,119.509445,40.499168,"Gangou, Qinglong",1,Oxfordian,,161.5,154.8
194583,,-66.639999,18.0,Barrio Canas midden,19,Holocene,,0.0117,0.0
194588,,-77.53611,25.009722,Banana Hole (UF collection),55,Late Pleistocene,Holocene,0.129,0.0
194589,,-75.610001,23.43,"Upper Pasture Cave, Little Exuma",13,Late Pleistocene,,0.129,0.0117
194590,,-77.53611,25.009722,Banana Hole (PB collection),17,Late Pleistocene,Holocene,0.129,0.0
194591,,-76.515999,25.363001,"Garden Cave (EL-229), 0-10 cm, Eleuthera",1,Holocene,,0.0117,0.0
194592,,-76.515999,25.363001,"Garden Cave (EL-229), surface, Eleuthera",2,Holocene,,0.0117,0.0
194593,,-76.515999,25.363001,"Garden Cave (EL-229), 10-20 cm, Eleuthera",5,Holocene,,0.0117,0.0
194595,,-76.515999,25.363001,"Garden Cave (EL-229), 20-30 cm, Eleuthera",1,Holocene,,0.0117,0.0
194596,,-76.515999,25.363001,"Garden Cave (EL-229), 30-40 cm, Eleuthera",1,Holocene,,0.0117,0.0
194597,,-76.515999,25.363001,"Garden Cave (EL-229), crabby pocket, Eleuthera",3,Holocene,,0.0117,0.0
194598,,-79.745003,19.75,"Layer 7, Patton's Fissure, Spot Bay, Cayman Brac",1,Late Pleistocene,Holocene,0.129,0.0
194599,,-79.745003,19.75,"Layer 2, Patton's Fissure, Spot Bay, Cayman Brac",1,Holocene,,0.0117,0.0
194600,,-79.745003,19.75,"Layer 4, Patton's Fissure, Spot Bay, Cayman Brac",1,Holocene,,0.0117,0.0
194601,,-79.745003,19.75,"Layer 5, Patton's Fissure, Spot Bay, Cayman Brac",1,Late Pleistocene,Holocene,0.129,0.0
194602,,-79.745003,19.75,"Layer 6, Patton's Fissure, Spot Bay, Cayman Brac",1,Late Pleistocene,Holocene,0.129,0.0
194605,Mirambel,-0.3472,40.553501,Cerro Martin (CEMA),1,Early Barremian,,125.77,121.4
194606,,158.875,-54.536999,Aurora Cave,3,Holocene,,0.0117,0.0
194607,,158.873001,-54.549999,Bauer Bay Site F,13,Holocene,,0.0117,0.0
194608,,158.873001,-54.549999,Bauer Bay Strata FS,8,Holocene,,0.0117,0.0
194609,,158.919006,-54.581001,Brothers Point Caves,1,Holocene,,0.0117,0.0
194610,,158.869995,-54.528999,Langdon Point Caves,1,Holocene,,0.0117,0.0
194611,,158.940002,-54.492001,North Head,3,Holocene,,0.0117,0.0
194612,,158.889999,-54.560001,Plateau between Bauer Bay and Finch Creeks,1,Holocene,,0.0117,0.0
194613,,158.940994,-54.499001,Isthmus at base of North Head,1,Holocene,,0.0117,0.0
194614,,-176.296494,-44.271,"Site 1, Mangere Island",21,Holocene,,0.0117,0.0
194615,Huajiying,117.485001,41.0,Cruralispennia-type locality,2,Hauterivian,,132.6,125.77
194616,,-176.290497,-44.268799,"Site 2, Mangere Island",16,Holocene,,0.0117,0.0
194617,Naturita,-108.124001,38.651001,"Banner Road 2 tracksite, UCM L 726",1,Middle Cenomanian,Late Cenomanian,100.5,93.9
194618,,174.195007,-41.7225,"Marfells Beach, midden deposits",47,Holocene,,0.0117,0.0
194619,,174.195007,-41.7225,"Marfells Beach, Dawson collection",60,Holocene,,0.0117,0.0
194620,,-60.705502,-51.3475,West Point Island peat bog,18,Holocene,,0.0117,0.0
194621,,77.57,-37.799999,Amsterdam Island,25,Holocene,,0.0117,0.0
194622,,145.227997,14.135,"Payapai Cave, level I",11,Holocene,,0.0117,0.0
194623,,145.227997,14.135,"Payapai Cave, level II",11,Holocene,,0.0117,0.0
194624,,145.227997,14.135,"Payapai Cave, level III",15,Holocene,,0.0117,0.0
194625,,145.653,14.965,"Railhunter Rockshelter, Layer I, Tinian",15,Holocene,,0.0117,0.0
194626,,145.653,14.965,"Railhunter Rockshelter, Layer IIA, Tinian",16,Holocene,,0.0117,0.0
194627,,145.653,14.965,"Railhunter Rockshelter, Layer IIB, Tinian",17,Holocene,,0.0117,0.0
194628,,145.653,14.965,"Railhunter Rockshelter, Layer IIC, Tinian",12,Holocene,,0.0117,0.0
194629,,145.653,14.965,"Railhunter Rockshelter, Layer III, Tinian",6,Holocene,,0.0117,0.0
194630,,145.651001,14.964,"Seabird Crevice, Layer I,1/2, Tinian",3,Holocene,,0.0117,0.0
194631,,145.651001,14.964,"Seabird Crevice, Layer II,2, Tinian",1,Holocene,,0.0117,0.0
194632,,145.651001,14.964,"Seabird Crevice, Layer II,3, Tinian",3,Holocene,,0.0117,0.0
194633,,145.651001,14.964,"Seabird Crevice, Layer II,4, Tinian",4,Holocene,,0.0117,0.0
194634,,145.651001,14.964,"Seabird Crevice, Layer II,5, Tinian",3,Holocene,,0.0117,0.0
194635,,145.651001,14.964,"Seabird Crevice, Layer II,6, Tinian",1,Holocene,,0.0117,0.0
194639,,145.647003,14.96,"Golden Tooth rockshelter, Layer II,9, Tinian",1,Holocene,,0.0117,0.0
194640,,145.570007,14.86,"Pisonia rockshelter, layer I, Aguiguan",3,Holocene,,0.0117,0.0
194641,,145.570007,14.86,"Pisonia rockshelter, layer II, Aguiguan",2,Holocene,,0.0117,0.0
194642,,145.570007,14.86,"Pisonia rockshelter, layer III, Aguiguan",5,Holocene,,0.0117,0.0
194643,,145.570007,14.86,"Pisonia rockshelter, layer IV, Aguiguan",15,Holocene,,0.0117,0.0
194644,,145.570007,14.86,"Pisonia rockshelter, layer IV-V, Aguiguan",10,Holocene,,0.0117,0.0
194645,,145.570007,14.86,"Pisonia rockshelter, layer V, Aguiguan",11,Holocene,,0.0117,0.0
194646,,145.229996,14.14,Payapai Cave (Scott Bauman samples),2,Holocene,,0.0117,0.0
194647,,145.229004,14.141,Crevice north of Payapai Cave,7,Holocene,,0.0117,0.0
194648,,145.227997,14.139,Alaguan Rockshelter,4,Holocene,,0.0117,0.0
194649,,145.279999,14.194,As Matmos Cliffside Cave,13,Holocene,,0.0117,0.0
194650,,140.514801,9.756,"Faligochol-1 site (FSFA-1), Fais Island",21,Holocene,,0.0117,0.0
194651,,140.514603,9.7557,"Faligochol-2 site (FSFA-2), Fais Island",20,Holocene,,0.0117,0.0
194652,,140.514404,9.7554,"Powag-1 site (FSPO-1), Fais Island",7,Holocene,,0.0117,0.0
194653,,140.514404,9.7549,"Powag-2 site (FSPO-2), Fais Island",5,Holocene,,0.0117,0.0
194654,Judith River,-110.540558,48.998055,"MOR locality JR-518, Kennedy Coulee",1,Middle Campanian,Late Campanian,83.6,72.2
194655,,-173.966003,26.063499,"Lisianski Island, datum A",1,Holocene,,0.0117,0.0
194656,,-173.962997,26.060499,"Lisianski Island, datum B",1,Holocene,,0.0117,0.0
194657,Gaogou,111.728058,33.258331,"Heimaogou, Zhaoying Village",2,Cenomanian,Turonian,100.5,89.8
194662,Klettgau,8.449167,47.707222,"Schwärzebuck, Hallau layers d & e",1,Norian,,227.3,205.7
194672,,-135.053299,-23.15,"Onemea Site TAR-6, test pit 2, layer II",4,Holocene,,0.0117,0.0
194673,,-135.053299,-23.15,"Onemea Site TAR-6, test pit 2, layer III",8,Holocene,,0.0117,0.0
194674,,-135.039001,-23.165001,"Nenega-Iti Site AGA-3, test pit, layer III",3,Holocene,,0.0117,0.0
194675,,-151.037506,-16.709499,"Fa'ahia site, Huahine",41,Holocene,,0.0117,0.0
194693,,151.149994,-2.84,"Panakiwuk site, New Ireland",23,Late Pleistocene,Holocene,0.129,0.0
194694,,151.410004,-2.94,"Balof sites, New Ireland",32,Late Pleistocene,Holocene,0.129,0.0
194695,,151.925003,-3.23,"Buang Merabuk, New Ireland",3,Late Pleistocene,Holocene,0.129,0.0
194696,,152.764999,-3.89,"Matenkupkum cave, New Ireland",19,Late Pleistocene,,0.129,0.0117
194697,,152.764999,-3.89,"Matenbek cave, New Ireland",6,Late Pleistocene,Holocene,0.129,0.0
194698,,-174.914993,-21.440001,"Layer II, Anatu, Eua",24,Late Pleistocene,Holocene,0.129,0.0
194699,,-174.914993,-21.440001,"Layer III, Anatu, Eua",21,Late Pleistocene,,0.129,0.0117
194700,,-174.914993,-21.440001,"Layer I, Anatu, Eua",17,Holocene,,0.0117,0.0
194701,,-174.354996,-19.815001,"Tongoleleka site (various layers), Lifuka",3,Holocene,,0.0117,0.0
194702,,-174.405594,-19.894699,"Vaipuna Site, Uiha",3,Holocene,,0.0117,0.0
194703,,167.186996,-15.99,"Malua Bay site, Malakula",1,Holocene,,0.0117,0.0
194710,Dolomia Principale,12.507383,46.290653,Settimana Creek tracksite (VSE),3,Norian,,227.3,205.7
194711,Dolomia Principale,12.61,46.290001,Mt. Caserine Basse tracksite (AVG),2,Norian,,227.3,205.7
194713,,-174.919998,-21.299999,"That Cave, Eua",2,Holocene,,0.0117,0.0
194714,,-174.279999,-19.68,"Pukotala site, Ha'ano",2,Holocene,,0.0117,0.0
194715,,-174.710007,-19.950001,"Mele Havea site, Ha'afeva",2,Holocene,,0.0117,0.0
194716,,-175.229996,-21.18,"Ha'ateiho site, Tongatapu",2,Holocene,,0.0117,0.0
194717,,-174.914993,-21.440001,"Layer II/III, Anatu, Eua",15,Late Pleistocene,Holocene,0.129,0.0
194718,,-178.820007,-18.184999,"Layer W, Qaranipuqa rockshelter, Lakeba",2,Holocene,,0.0117,0.0
194719,,-178.820007,-18.184999,"Layer U, Qaranipuqa rockshelter, Lakeba",1,Holocene,,0.0117,0.0
194720,,-178.820007,-18.184999,"Layer V, Qaranipuqa rockshelter, Lakeba",2,Holocene,,0.0117,0.0
194721,,-178.820007,-18.184999,"Layer X, Qaranipuqa rockshelter, Lakeba",2,Holocene,,0.0117,0.0
194722,,-179.154999,-17.424999,"Votua site, Mago Island",1,Holocene,,0.0117,0.0
194723,,178.489197,-18.0674,"Udit Tomo cave, Wainibuku, Viti Levu",6,Holocene,,0.0117,0.0
194724,,177.481384,-18.160833,"Qara-ni-vokai, Viti Levu",4,Late Pleistocene,,0.129,0.0117
194725,,178.410004,-17.76,Delai-ni-qara cave,2,Holocene,,0.0117,0.0
194726,,178.677002,-17.584999,"Naigani Lapita, site VL21/5",3,Holocene,,0.0117,0.0
194727,,-178.820007,-18.184999,"Layer T, Qaranipuqa rockshelter, Lakeba",1,Holocene,,0.0117,0.0
194728,,177.474716,-17.8825,"Vatuma Cave, Viti Levu",2,Holocene,,0.0117,0.0
194729,,178.100006,-18.415001,"Kulu Bay site, Beqa Island",1,Holocene,,0.0117,0.0
194744,Los Alamitos,-66.163002,-40.68,"Valcheta, Bajo de Santa Rosa",1,Late Campanian,Early Maastrichtian,83.6,66.0
194746,,-139.535004,-8.923,"Hane Dune site, early phase, Ua Huka",12,Holocene,,0.0117,0.0
194747,,-157.934998,-21.905001,"Te Rua Rere Cave, Tava'enga District, Mangaia",3,Holocene,,0.0117,0.0
194748,,-157.895004,-21.92,"Toruapuru Cave, Ivirua District, Mangaia",2,Holocene,,0.0117,0.0
194749,,-157.910004,-21.952,"Tapukeu Cave, Tamarua District, Mangaia",1,Holocene,,0.0117,0.0
194750,,-157.949997,-21.940001,"Tuatini Cave, Veitatei District, Mangaia",1,Holocene,,0.0117,0.0
194751,,-174.289993,-19.73,"Faleloa site, Foa, Ha'apai Group",29,Holocene,,0.0117,0.0
194752,,-174.345001,-19.785,"Holopeka site, Lifuka, Ha'apai Group",8,Holocene,,0.0117,0.0
194753,,-174.350006,-19.82,"Toumu'a Well, Lifuka, Ha'apai Group",5,Holocene,,0.0117,0.0
194754,,-174.949997,-21.344999,"Anatuli, Eua",1,Holocene,,0.0117,0.0
194755,,-174.949997,-21.370001,"Midden Cave, Eua",1,Holocene,,0.0117,0.0
194756,,-157.936996,-21.945,"Tangatatau Rockshelter, zone A, Mangaia",6,Holocene,,0.0117,0.0
194757,,-157.936996,-21.945,"Tangatatau Rockshelter, zone B, Mangaia",6,Holocene,,0.0117,0.0
194758,,-157.936996,-21.945,"Tangatatau Rockshelter, zone C, Mangaia",6,Holocene,,0.0117,0.0
194759,,-157.936996,-21.945,"Tangatatau Rockshelter, zone D, Mangaia",3,Holocene,,0.0117,0.0
194760,,-157.936996,-21.945,"Tangatatau Rockshelter, zone E, Mangaia",6,Holocene,,0.0117,0.0
194761,,-157.936996,-21.945,"Tangatatau Rockshelter, zone F, Mangaia",2,Holocene,,0.0117,0.0
194762,,-157.936996,-21.945,"Tangatatau Rockshelter, zone G, Mangaia",7,Holocene,,0.0117,0.0
194763,,-157.936996,-21.945,"Tangatatau Rockshelter, zone H, Mangaia",6,Holocene,,0.0117,0.0
194764,,-157.936996,-21.945,"Tangatatau Rockshelter, zone I, Mangaia",15,Holocene,,0.0117,0.0
194765,,-157.936996,-21.945,"Tangatatau Rockshelter, zone J, Mangaia",11,Holocene,,0.0117,0.0
194792,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-10",1,Bathonian,,168.2,165.3
194793,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-49",1,Bathonian,,168.2,165.3
194794,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-50",3,Bathonian,,168.2,165.3
194795,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-51",4,Bathonian,,168.2,165.3
194807,,83.410004,51.360001,Strashnaya Cave,17,Late Pleistocene,,0.129,0.0117
194808,,83.410004,51.375,Logovo Gieny Cave,6,Holocene,,0.0117,0.0
194809,,84.0,51.0,Mamatka Cave,2,Holocene,,0.0117,0.0
194810,,132.607498,59.287998,Dyuktai Cave (Holocene layers),38,Holocene,,0.0117,0.0
194811,,132.607498,59.287998,Dyuktai Cave (late Pleistocene layers),52,Late Pleistocene,,0.129,0.0117
194812,,132.607498,59.287998,Dyuktai Cave (unknown layers),24,Late Pleistocene,Holocene,0.129,0.0
194818,,-5.342,36.120998,Vanguard Cave,1,Late Pleistocene,,0.129,0.0117
194833,,117.970001,9.273,RS1 rockshelter,3,Late Pleistocene,,0.129,0.0117
194834,,117.970001,9.273,RS2 rockshelter,5,Late Pleistocene,,0.129,0.0117
194835,,118.175003,9.24,Tarung-tung cave,9,Late Pleistocene,,0.129,0.0117
194836,,118.175003,9.24,Merasuen cave,5,Late Pleistocene,,0.129,0.0117
194846,Wyandotte,144.854996,-18.77,Wyandotte Creek (Unit B),1,Late Pleistocene,,0.129,0.0117
194849,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-52",2,Bathonian,,168.2,165.3
194850,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-58",1,Bathonian,,168.2,165.3
194851,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-59",2,Bathonian,,168.2,165.3
194852,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-60",2,Bathonian,,168.2,165.3
194853,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-61",2,Bathonian,,168.2,165.3
194854,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-62",1,Bathonian,,168.2,165.3
194855,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-63",1,Bathonian,,168.2,165.3
194856,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-64",2,Bathonian,,168.2,165.3
194857,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-65",1,Bathonian,,168.2,165.3
194858,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-66",2,Bathonian,,168.2,165.3
194860,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-68",1,Bathonian,,168.2,165.3
194861,Isalo IIIb,46.983334,-16.549999,"Ambondromamy, M-69",2,Bathonian,,168.2,165.3
194862,Moenave,-113.028336,37.383057,Zion Canyon tracksite,1,Hettangian,,201.4,199.5
194867,Scollard,-111.670616,51.947315,Dry Island Buffalo Jump ornithomimid,1,Late Maastrichtian,,72.2,66.0
194876,Kirtland,-108.099998,36.299999,"east branch, Hunter Wash, SMP Loc. 404",1,Late Campanian,,83.6,72.2
194880,,-122.153397,36.982601,Laguna Creek midden (CA-SCr-7),21,Holocene,,0.0117,0.0
194881,,-122.334999,37.124001,Año Nuevo Point midden,1,Holocene,,0.0117,0.0
194882,Port Orford,-124.559998,42.834999,"UCMP V-74042, Cape Blanco",1,Middle Pleistocene,,0.774,0.129
194883,,-118.400002,33.799999,Malaga Cove midden,1,Holocene,,0.0117,0.0
194905,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 1),31,Holocene,,0.0117,0.0
194906,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 2),47,Holocene,,0.0117,0.0
194907,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 3),43,Holocene,,0.0117,0.0
194908,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 4),32,Holocene,,0.0117,0.0
194909,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 5),32,Holocene,,0.0117,0.0
194910,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 6),27,Holocene,,0.0117,0.0
194911,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 7),22,Holocene,,0.0117,0.0
194912,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 8),48,Holocene,,0.0117,0.0
194913,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 9),25,Holocene,,0.0117,0.0
194914,,-122.292801,37.834999,Emeryville shellmound (Uhle stratum 10),53,Holocene,,0.0117,0.0
194915,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 2),4,Holocene,,0.0117,0.0
194916,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 3),9,Holocene,,0.0117,0.0
194917,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 4),16,Holocene,,0.0117,0.0
194918,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 5),4,Holocene,,0.0117,0.0
194919,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 6),4,Holocene,,0.0117,0.0
194920,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 7),1,Holocene,,0.0117,0.0
194921,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 9),5,Holocene,,0.0117,0.0
194922,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 8),1,Holocene,,0.0117,0.0
194923,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 10),5,Holocene,,0.0117,0.0
194924,,-122.292198,37.834999,Emeryville shellmound (Nelson stratum 11),10,Holocene,,0.0117,0.0
194925,,-122.292397,37.834999,Emeryville shellmound (Schenck trench level 1),28,Holocene,,0.0117,0.0
194926,,-122.292397,37.834999,Emeryville shellmound (Schenck trench level 2),43,Holocene,,0.0117,0.0
194927,,-122.292397,37.834999,Emeryville shellmound (Schenck trench level 3),43,Holocene,,0.0117,0.0
194928,,-122.292397,37.834999,Emeryville shellmound (Schenck trench level 4),32,Holocene,,0.0117,0.0
194929,,8.53,39.174999,"Grotta dei Fiori, section C",10,Early Pleistocene,Middle Pleistocene,2.58,0.129
194931,,15.355,41.805,"Ingarano cave, layer B",2,Late Pleistocene,,0.129,0.0117
194932,,15.355,41.805,"Ingarano cave, layer C",13,Late Pleistocene,,0.129,0.0117
194933,,15.355,41.805,"Ingarano cave, layer D",6,Late Pleistocene,,0.129,0.0117
194934,,15.355,41.805,"Ingarano cave, layer E",3,Late Pleistocene,,0.129,0.0117
194935,,2.6675,39.781944,"Moleta Cave, CD100-150",8,Holocene,,0.0117,0.0
194936,,2.6675,39.781944,"Moleta Cave, O100-150",18,Holocene,,0.0117,0.0
194937,,2.6675,39.781944,"Moleta Cave, E100-150",2,Holocene,,0.0117,0.0
194938,,2.6675,39.781944,"Moleta Cave, E150-250",5,Late Pleistocene,Holocene,0.129,0.0
194939,,2.6675,39.781944,"Moleta Cave, X200",2,Late Pleistocene,Holocene,0.129,0.0
194940,,2.6675,39.781944,"Moleta Cave, Z200-300",20,Late Pleistocene,,0.129,0.0117
194941,,2.6675,39.781944,"Moleta Cave, X200-300",12,Late Pleistocene,,0.129,0.0117
194942,,2.6675,39.781944,"Moleta Cave, Z750",3,Late Pleistocene,,0.129,0.0117
194943,,2.6675,39.781944,"Moleta Cave, Z700",2,Late Pleistocene,,0.129,0.0117
194944,,2.6675,39.781944,"Moleta Cave, sample AB",12,Late Pleistocene,,0.129,0.0117
194945,,-169.464996,56.595001,"Tolstoi Point, St. George Island",1,Piacenzian,Gelasian,3.6,1.8
194978,Ojo Alamo,-108.166946,36.269444,"head of Willow Wash, SMP loc. 376b",1,Late Maastrichtian,,72.2,66.0
194979,,129.917007,-31.506001,"Weekes Cave (N-15), Nullarbor Plain",13,Holocene,,0.0117,0.0
194980,,148.212997,-37.448002,Pyramids Cave (M-89),19,Late Pleistocene,,0.129,0.0117
194981,,115.044998,-34.255001,Skull Cave (AU-8),10,Holocene,,0.0117,0.0
194989,,159.080002,-31.540001,"Blinkey Beach, Lord Howe Island",1,Holocene,,0.0117,0.0
194990,,159.076004,-31.527,"Middle Beach, Lord Howe Island",1,Holocene,,0.0117,0.0
194991,,167.970001,-29.055,Cemetery Bay,1,Holocene,,0.0117,0.0
